Tweet,etiqueta
Tratamiento Coronavirus: Esperanza contra el Covid-19: Lombardía anuncia la creación de un banco de plasma hiperinmune https://t.co/HrxNnKE9Qw,0.0
#Nacionales || 422 infectados en #Venezuela de #Covid_19 #QuedateEnCasa,0.0
"ya he visto a mas de 5 personas con cosas de tatuajes sobre la pandemia, el covid-19 o seaaaaaaaa WTF",0.0
Robótica desde España contra el COVID-19. https://t.co/NCvsoeXqAs,0.0
Cifra de contagios por el Covid-19 en el mundo sigue creciendo https://t.co/YCbEQhhrBz,0.0
Anticuerpo monoclonal Itolizumab hace su aporte contra la COVID-19 https://t.co/4mgxI34ONJ Via @Granma_Digital,0.0
Inmutable la cifra de ingresados por Covid-19 en Manzanares https://t.co/nzSxIEyyH8,0.0
Trombosis y Covid-19: La evidencia. https://t.co/PmahoOONDL vía @CardiologiahoyC,0.0
Estudio: casos leves de covid-19 generan inmunidad https://t.co/v9rH8SZY4A https://t.co/Xz5fAr2Qsc,0.0
"Plasma y placenta, alternativas contra la Covid-19 que se estudian en Israel https://t.co/rFvy6fxm7t",0.0
Lo terrorifico es q cuando tengamos la vacuna de este Covid 19 nos preguntaremos... ¿Cuando será su siguiente mutación? https://t.co/kvIT9OhtiO,0.0
Remember! Stay at home or dance with us! Recordad! Quedate en casa o baila con nosotros!  #Covid_19 #QuedateEnCasa #StayAtHome https://t.co/K9clyXijtC,0.0
Lo que la película ‘Contagio’ anticipó del Covid-19 | @ctxt_es https://t.co/jgFgYRKQRu,0.0
MENSAJE ALERTA COVID 19 EN ESPAÑA 12 MAYO 2020 https://t.co/AXv91YoRLX vía @YouTube MENSAJE ALERTA COVID 19 EN ESPAÑA  MENSAJE ALERTA COVID 19 EN ESPAÑA,0.0
"Puede ser cosa del Covid, no se yo eh https://t.co/jlJE0XIuIQ",0.0
¿Tu vas a ser un loro copuchento de todo lo que pase por #Covid_19? https://t.co/Z2R3QfanYB,0.0
Pero entonces cuántas horas podemos utilizarlas con seguridad @ComunidadMadrid ? #COVID #YoMeQuedoEnCasa #QuedateEnCasa https://t.co/eUKwey3Ko6,0.0
Delsa Solórzano anunció creación de plataforma de teleconsultas para diagnosticar el covid-19 https://t.co/M9YTKF6ldi  https://t.co/wEZGltga3f,0.0
Estas son las 6 preguntas que la @PGN_COL hace al Gobierno por medio de una carta. Investigan el millonario contrato por más de 3 mil millones de pesos para posicionar la imagen del presidente @IvanDuque en medio de la emergencia por el Covid-19. @BluRadioCo https://t.co/tTo9LPipNm,0.0
"Robótica desde España contra la COVID-19: De las 10 iniciativas europeas robóticas más destacadas contra la pandemia, seis son españolas: PAL Robotics, Robotnik, IRI UPC-CSIC, COVID Warriors, Nagami design con tecnología ABB y CATEC-Airvant - infoPLC https://t.co/gaPPCzzOJ1 https://t.co/UA3mSXdgOh",0.0
"Ante covid, insiste Cuauhtémoc Blanco en asumir confinamiento https://t.co/NfLRaD2DbK",0.0
Cuarenta años de trabajo a los que no ha podido frenar el Covid-19. https://t.co/pmueCgajj7 https://t.co/sH099pmM3M,0.0
Lo que la película ‘Contagio’ anticipó del Covid-19 | @ctxt_es https://t.co/APerdUO4Li,0.0
Juan Roig al rescate de la sociedad española. https://t.co/23jyQzQ6oS,0.0
Delegada federal para covid dialoga con autoridades de Cuernavaca https://t.co/bFHOo4kFh4,0.0
La mortalidad media de la Covid-19 sería del 4% https://t.co/ETXcjPdRJG,0.0
Madrid \ 05 \ año 13:03 Después del Covid-19 https://t.co/L0uKd2QieN,0.0
"@guirodi @guardiacivil @policia  qué disen, qué asen...? covid, “d” de disease.",0.0
"Martes 12 de mayo de 2020 - Informe COVID-19. Así estamos al día de hoy, tercer país del mundo con más infectados y cuarto en número de fallecidos. #GobiernoDimisionYa #PedroSanchezVeteYa y llévate a toda esa escoria que te acompaña. #GobiernoAsesino https://t.co/NLKtsdObHz",0.0
@yubartina @CincoDiascom después de tanto #confinamiento? #España #teletrabajo #Covid_19,0.0
SOS de las colonias de gatos en Barcelona https://t.co/nWKyzNp7K0,0.0
@maisongtv No lo haga sobre todo en esta época post covid,0.0
Iniciativas universitarias y Covid-19 https://t.co/TAWwiix2t8,0.0
Centro de aislamiento COVID-19 de La Paz atiende a 68 personas. https://t.co/qYVVv8ef7A,0.0
#covid 19. Consejos de alimentación y suplementación! https://t.co/C0VtHpUzEJ,0.0
"CORONAVIRUS COVID-19 Para consultas sobre Dengue y Covid-19 llama al 0800-444-3400, médicos las 24 hs. Respondiendo tus consultas. @gobmisiones @herrerayflia @MinistroAlarcon https://t.co/CgOIiBlRSA",0.0
Arabia Saudí triplica el #IVA para hacer frente al covid-19 y al desplome del #petróleo https://t.co/gJSsfTGOGf,0.0
Misas por los ... https://t.co/oJ8QDryyNK  /noticias/guadix/item/56869-misas-por-los-difuntos-de-la-covid-19-en-la-parroquia-de-gracia.html,0.0
"@KatiaMeraki Es que me he quedado flipando, dicen que nos van a hacer pruebas de covid y a partir del 18 volver progresivamente",0.0
"La Comunidad de Madrid publica diariamente los datos de incidencia del COVID-19, municipio por municipio. Los datos de Valdemoro para el día de hoy registran 20 casos detectados en los últimos 14 días, cuatro menos que ayer. https://t.co/sahvkt3ZE3 https://t.co/ZOfU0K2iqQ",0.0
"CTV 3: COVID-19, Gafas y Lentillas: Lo que Nadie te Cuenta https://t.co/zHJKiB6yfw",0.0
@folha @folha_cotidiano Vetor de covid,0.0
@sextaNoticias La gozadera del Covid... #LaGozaderaCovid #CovidLatinos #HermanosdeCovid https://t.co/if91jOr2LJ,0.0
"El Covid me hizo violento, io no soy asi virgencita perdoneme",0.0
Calendario Mayo 2020: https://t.co/sBrlU3eDs7 https://t.co/QajpUlh0aH,0.0
#EnPortada BLINDAN LA CASA BLANCA POR CASOS DE COVID-19. https://t.co/zDf0OQsbZe https://t.co/SnRyYsDCJe,0.0
Alumnos en China regresan a clases con brazalete electrónico para detectar covid-19 https://t.co/vCFVFde0LL,0.0
Una batalla de dos meses que continúa https://t.co/R4j8XebL82 Via @Granma_Digital,0.0
#Economía Cerca de 9.000 empresas del transporte y la logística se han acogido a los préstamos ICO de la línea Covid-19. @EnCarretera2013 https://t.co/qgiLBadvp8,0.0
"Un #Rocío2020 distinto, celebrado a puerta cerrada.  La crisis del #COVID_19 ha coincidido dentro de los nueve meses durante los que, cada siete años, la Patrona de Almonte recala en su pueblo.   Allí seguirá hasta la primavera de 2021. https://t.co/gIgxc1VT0a",0.0
Estos barrios de Cali tendrán visitas y monitoreos para mitigar los contagios de Covid-19 https://t.co/aMkyCUC6bB,0.0
Anticuerpo monoclonal Itolizumab hace su aporte contra la COVID-19 https://t.co/bfxIh8D7h3 Via @Granma_Digital,0.0
COVID-19: Cultivar el pensamiento crítico es más necesario que nunca https://t.co/nGcxsCSAV1 a través de @Conversation_E,0.0
#Ciudades del futuro después del #COVID19 https://t.co/V5VLdCC69f,0.0
"De cada 10 fallecidos por Covid-19 en México, siete tenían diabetes, hipertensión u obesidad - https://t.co/9boByksdDC https://t.co/oZqrgiOAHL",0.0
Pandemia COVID-19: ¿y Venezuela qué? https://t.co/b4vLWV2E73,0.0
@barvak Casos de Covid-19 disfrazados como neumonías en Nicaragua https://t.co/PgXNpsD6X5,0.0
El PSOE dona un millón de euros al Instituto Carlos III para que investigue la COVID-19 https://t.co/mmo0ToWTSv,0.0
@peterjordan100 Descoberta de vacina pro COVID-19,0.0
Dorian engraydo. #microcuento #microrrelato #minicuento #twitteratura #luisnublo #elretratodedoriangray #DorianGray #OscarWilde #Covid_19 #coronavirus #YoMeQuedoEnCasa #LecturasDeCuarentena https://t.co/h86YsYWoUR,0.0
La BCG y el covid19 https://t.co/bugzEocylL,0.0
26.920 NO es un número @sanchezcastejon @PabloIglesias @desdelamoncloa #dimision #Covid_19,0.0
"Durante Covid-19, Conagua distribuye más de 114 millones de litros de agua - https://t.co/GGNrjhNZMt https://t.co/A6e980VFtR",0.0
"#CoronavirusPy ""Estimo yo que entre hoy o mañana tendremos la cantidad de hoteles que estarán siendo albergues para los contagiados con el COVID-19"" Min. Federico González #PPpy",0.0
COVID-19: Cultivar el pensamiento crítico es más necesario que nunca https://t.co/ZyblvAZuay https://t.co/VFtnV5lXtd,0.0
Una batalla de dos meses que continúa https://t.co/GLa33m1WAJ Via @Granma_Digital,0.0
@EugeniodOrs_ No le perdonan esto  https://t.co/ax4IUgrS8h,0.0
El ISC-III estrena un panel de información del covid-19 por CCAA | @diariofarma https://t.co/GpbbarL85q via @diariofarma,0.0
"@Cverdugor_ Es la chela, wn. Pero tu cuida del covid",0.0
Así es el parte médico de los jugadores con Covid-19 en LaLiga https://t.co/WB2GkQzKvR,0.0
"@rslnnnnnn Hombre, tiene sentido, yo no conozco a nadie que tenga el Covid, y gente que conozco tampoco conoce a nadie.",0.0
"@peponila con ese telefono estas cubierto contra el covid, meteoritos, lluvia acida e inundaciones, para que queres la app?",0.0
"CIENCIA l La investigación abarcó 127 casos, entre febrero y marzo de 2020  https://t.co/yFOOOIgD3W",0.0
Anticuerpo monoclonal Itolizumab hace su aporte contra la COVID-19 https://t.co/crv5uezEdm Via @Granma_Digital,0.0
Este lunes inicia encuesta diagnóstica Covid-19 a través del Sistema Patria | PSUV: https://t.co/BAcE94uiMJ,0.0
"@K1N624MUR0 No conozco a nadie, que tenga el covid",0.0
Últimos datos de hospitalizados en Manzanares por COVID-19 - https://t.co/3Dn93XDtuy,0.0
#Internacional   América se convierte en la región con más casos de COVID-19   | Enfoque Noticias https://t.co/7XjhmzICIz https://t.co/WTWLwsYpXq,0.0
"Si, el de enterarnos q nos fuimos al default mientras estabamos en cuarentena... y por Covid-19",0.0
@martazapata_ Noooo el COVID-19,0.0
Cuidados en la COVID-19 desde la perspectiva de género y discapacidad https://t.co/xydnAQa2GO,0.0
"Una multitud se queja de estar confinada por COVID 19 en un proyecto en Cenoví, provincia Duarte https://t.co/dbhgSg7eoX #NDigital",0.0
Prenden alertas en Alemania y China por rebote de covid-19 - https://t.co/Ftt2H2LKbN https://t.co/kQ7O8SvjVw,0.0
Cuidados en la COVID-19 desde la perspectiva de género y discapacidad  https://t.co/SevH9nDnY1,0.0
@ErnestoEkaizer El covid llego antes. Militares que fueron a las olimpiadas militares en wohan regresaron contagiados. Por eso se detecto el brote en torrejón de Ardoz. Y esas olimpiadas fueron en octubre. Pero de eso se habla poco.,0.0
"@elmundoes  Ayuso dice que el Covid ""asemeja genéticamente"" a españoles y latinoamericanos https://t.co/sd9gHPVrIO",0.0
#ÚLTIMAHORA datos #covid_19 #Andalucía ACTUALIZADO https://t.co/UiOrl7RWsF,0.0
Informe sobre el #impactopsicológico de la #COVID19 #HaztePremium https://t.co/pcPrOXZDHT https://t.co/l9OrS544BM,0.0
Cuidados en la COVID-19 desde la perspectiva de género y discapacidad https://t.co/wKbyX0Goit vía @somos_pacientes,0.0
"Ayuso dice que ""genéticamente el Covid-19 nos asemeja a los latinoamericanos"" via @El_Plural https://t.co/SyZN5GxpbJ La presidenta madrileña ha intervenido en el Aula de Liderazgo del Instituto Atlántico de Gobierno del expresidente Aznar",0.0
Cuidados en la COVID-19 desde la perspectiva de género y discapacidad https://t.co/72uPUE7uKS vía @somos_pacientes,0.0
Esperanza contra el Covid-19: Lombardía anuncia la creación de un banco de plasma hiperinmune https://t.co/ux6z5CItos vía @ABC_Conocer,0.0
Cuidados en la COVID-19 desde la perspectiva de género y discapacidad https://t.co/Ub2XKArCO9 vía @somos_pacientes,0.0
Exposición Online PopArt vs Covid-19 (12 mayo-20 junio 2020. Casa Árabe) @Casaarabe https://t.co/uRXdj7oxqJ,0.0
¿Cómo será volar en la era post Covid-19? https://t.co/TwKG1Dhcl9 https://t.co/sr863wAde2,0.0
"#Córdoba| “Sigan creyendo que la COVID-19 es juego, que son inmunes”: gobernador https://t.co/fukc3WryhU https://t.co/ygzCzTQKjx",0.0
Los que ya vivíamos confinados antes del covid https://t.co/Tgg4T2Qvxm,0.0
@nachomdeo @LechuzaAlelu Esto es gravisimo @PatoBullrich @Nicolas_Massot @eduardoaduhalde no miren para otro lado. @mauriciomacri @JSchiaretti @MiguelPichetto #Covid_19,0.0
Protocolos de seguridad post COVID-19 https://t.co/rRxNU1NGxo vía @ginecobelleza,0.0
Cómo son las apps que usa Israel para controlar el #Covid_19. https://t.co/rAc9pZTCa9 vía @Cadena3com,0.0
Familiares de 3.260 fallecidos por covid se querellan contra Sánchez y sus ministros https://t.co/nA8YRDI6Ds,0.0
@PDeclan Sólo en Cuenca? Por COVID?,0.0
@Covid_19Time Sigan saliendo,0.0
"Estimados seguidores: sentimos informaros de que, dada la situación provocada por la covid-19, nos vemos en la obligación de suspender nuestro curso de verano ""La lengua leonesa, cultura de tradición oral"", que se habría celebrado del 13 al 16 de julio de 2020.",0.0
Cuidados en la COVID-19 desde la perspectiva de género y discapacidad https://t.co/H0psRKmug5 vía @somos_pacientes,0.0
“Los últimos contagios por COVID-19 en La Palma han sido intrafamiliares” https://t.co/cbkTd7xSn5 https://t.co/tJ0WMllIEc,0.0
@LaUltima_Hora En mi casa no se ve el programa de @anarosaq.  #Covid_19,0.0
@diegomarini Hey!!! acá hace rato ya le sacaron el jugo al #Covid_19 y se convirtió en el #Robo_20,0.0
"Plasma y placenta, alternativas contra la Covid-19 que se estudian en Israel https://t.co/oqh0HdaZFw",0.0
@hobby_consolas Justo para la segunda oleada del Covid-19 https://t.co/QF9jNBtEXg,0.0
Así los cuadros de contagios de Covid-19. https://t.co/IGX8yrEZx0,0.0
Y asi atiende el covid en el #SOSAmazonas @IvanCepedaCast  @QuinteroCalle @NCBogota  @NoticiasRCN @MauricioGomezCO @MabelLaraNews https://t.co/XyNyjTCom0,0.0
@fooonts Es COVID!,0.0
@magnateUSA La oportunidad de hacer un muro contra el COVID.,0.0
La D de Covid es en realidad una mascarilla :D,0.0
#CLM #CiudadReal tendrá un parque en memoria de los fallecidos por el #Covid19-19 @AYTO_CIUDADREAL @PilarZamoracr #Coronavirus https://t.co/SmURcX2kqa,0.0
"AMPLIACIÓN | Castilla y León, Andalucía, Canarias, Cantabria, Cataluña, Ceuta, Extremadura, Galicia, Melilla, Murcia y Navarra no han registrado ningún ingreso en UCI en el último día https://t.co/HaI8d4aHr1 vía @s24horas",0.0
Casi todos los casos leves de Covid crean anticuerpos que les dan inmunidad https://t.co/9dXKqOC6e7,0.0
Visite nuestra página web para ver una colección de directrices a través de COVID y directrices europeas https://t.co/LwgrAYBGza @FcafaT https://t.co/yuxErkG1c7,0.0
Protocolo APF Covid - 19 Martes 19 de Mayo. Inspección del Estadio Parque del Guaira. 09:00 hs.,0.0
"Venta de fármaco contra el covid-19, se vende sin control https://t.co/j4okrO5eIB",0.0
@JoelGranito Es-covid-uh-pa-pa,0.0
Medellín se convierte en ejemplo nacional por el manejo del COVID-19 https://t.co/FB4eFeOUpC,0.0
"Sepa: Academia de Ciencias estima que subregistro del COVID-19 en Venezuela está entre el 63% y el 95%,(vía @elpoliticonews), #12May https://t.co/qa8Wol2v3a https://t.co/B8xtoI6QIq",0.0
"El #Covid_19 ha cambiado nuestras vidas en todos los niveles, también en la forma en la que los españoles se relacionan de forma más íntima con otras personas...  #sexting https://t.co/XOuc7nzceN",0.0
#CiudadReal tendrá un parque en memoria de los fallecidos por el COVID-19 https://t.co/w8PbX6EuY8,0.0
Los que ya vivíamos confinados antes del covid. Por Ana Molina González  #SSC #EM #SFC #SFM #SQM  https://t.co/bhtNmDcVN2,0.0
Familiares de 3․260 fallecidos por covid se querellan contra Sánchez y sus ministros https://t.co/3f3oyXdMdz,0.0
"""Sólo habrá rebajas online; nada de presenciales #Covid_19""  https://t.co/dmNT0k0CAx",0.0
El Día Internacional de la Enfermería en la pandemia de COVID-19 https://t.co/u4s5Mc4LLf,0.0
En España cuando Pedrito ? Eh? #GobiernoDimision #SancheVeteYa #COVIDー19 #Covid_19 #testmasivos https://t.co/AaBChKfB3p,0.0
41 uniformados en Colombia tienen Covid-19 https://t.co/tr3SVol41L,0.0
Noticias https://t.co/MtQlMa7azw,0.0
Los ojos y el Sars-Covid  https://t.co/YYxV18cDNB,0.0
Familiares de mayores fallecidos por Covid-19 en el Centro Sociosanitario Federica Montseny de Viladecans presentan una denuncia ante los Tribunales https://t.co/ozPSY8nmUe,0.0
Seguimiento infectados por covid-19 https://t.co/ZzFwEsAsXn,0.0
He llamado (despues de un mes dandole vueltas)  al telefono de atencion a familiares victimas del COVID-19 del Colegio de Psicologos y que maravilla la psicologa que me ha atendido. El domingo me va a llamar para seguimiento. Muchas gracias,0.0
@__carlosxxx @nosoylolpetegui Nonono dice que la D de CoviD es porque la pandemia empezo en Diciembre y el 19 porque fue del 2019 osea KKKKK,0.0
Estudio: casos leves de covid-19 generan inmunidad https://t.co/ThMdKjsjKM vía @EL NACIONAL,0.0
"Ayuso dice que ""por lo visto"" el Covid tiene ""algo que nos asemeja genéticamente"" a personas latinoamericanas https://t.co/Gl5XVoIzFK",0.0
Les imparto mí columna de hoy. COVID Y VALLE   DEL SOFTWARE via @ElColombiano https://t.co/JNkrKZOEWV @AlcaldiadeMed @GobAntioquia @SaludAntioquia,0.0
"@gueiskon @el_pais También puede ser que tanto  Alemania como Baleares no estén en las mismas circunstancias que tu ciudad, por ejemplo, a lo que al covid se refiere. De ahí que las medidas a tomar sean diferentes.",0.0
@VidiyeTshimanga @FabiolaNgongo Covid etika yo pona arrogance na yo,0.0
rebrote de covid-19  en China. Será este el fin del hombre araña???,0.0
"Empezamos con @SergioGWasa , que empieza su serial contándonos cómo ha vivido estas semanas de confinamiento a causa del Covid-19.  #EsteVirusLoParamosEntreTodos #VamosMiRibera https://t.co/hwc0hMTGXR",0.0
Seguimos atendiendo a nuestros clientes con el protocolo COVID-19 https://t.co/daLgnmFktq,0.0
"La perspectiva de género, clave para la respuesta al Covid-19 https://t.co/ga842XGAE4 vía @mujerMWW",0.0
@ogie_rosa Laban Covid-19,0.0
"No eres tú, ni soy yo es el covid 19",0.0
"CÓMO LA CIENCIA POLÍTICA EXPLICA LAS REACCIONES AL COVID-19: BRASIL, MÉXICO Y LA ARGENTINA  https://t.co/WefVeQXl6s",0.0
Perfil cervecero COVID-19 https://t.co/dwvPoAbiIq,0.0
"Pensando al mundo: Covid-19, entrevista a Ignacio Ramonet https://t.co/SwHXctUicp https://t.co/W3ICOwhimm",0.0
Reportan 75 % de ocupación de camas para COVID-19 en Valle de México https://t.co/pgFB6XOmgf https://t.co/DmGCcza9r8,0.0
Esperanza contra el Covid-19: Lombardía anuncia la creación de un banco de plasma hiperinmune https://t.co/joHoOsEjn4 vía @ABC_Conocer Por @agfuentes1,0.0
Infectado con Covid-19 visitó Molina por el Día de la Madre y fue descubierto cuando volvía a Santiago #CooperativaEnCasa https://t.co/NN4mlU7U78 https://t.co/zpZZtNO09h,0.0
El sello de Faconauto servirá de referencia @Faconauto_com https://t.co/qmxDxMqQ09,0.0
#EnPortada Así es un día en el campo de batalla contra el Covid-19 https://t.co/1dYul9kDM8 https://t.co/9LZICND3nf,0.0
"""Una batalla de dos meses que continúa › Cuba frente a la Covid-19"": https://t.co/ibtGh18Rgn  #Cuba #COVID19 #coronavirus",0.0
"""Anticuerpo monoclonal Itolizumab hace su aporte contra la COVID-19"": https://t.co/1yixBcFTFV  #Cuba #COVID19 #coronavirus",0.0
@AlvaroNua A la tercera el COVID es nuestro compadre 🤣,0.0
Rusia para en domingo 17 será el 2do pais del  mundo con mas casos de covid-19 detras de eeuu,0.0
Cómo los CIO también han hecho frente a Covid-19 https://t.co/qiZe4pqamG vía @Revista_ByteTI,0.0
Esto! https://t.co/c0KmZRAVnH,0.0
@Covid_19Time Enfermeras y enfermeros,0.0
#COVIDー19 La hora de la reconstrucción   https://t.co/d0qoc3mX40,0.0
Covid-19: Número de novos casos recua para 330 na Bélgica https://t.co/ACVx5tDB5e,0.0
Estos fachas siempre donando...  https://t.co/pqGiorH00q,0.0
Para mí que Hassan sabía del Covid-19 y no dijo nada... Porque ha acertado en todo lo demás... https://t.co/CghsW5osX8,0.0
México participa en creación de vacuna contra Covid-19: AMLO https://t.co/lwy9StuTvh,0.0
No se podía saber! 🤷‍♂️   https://t.co/rBwdJat23q,0.0
"Van 622 días #SinVoz #SinDatos #SinCantv #SinInternet en urb.el Rosario las casitas, detrás estadio las tullerias #SantaLucia municipio #PazCastillo  #VallesDelTuy  #Miranda #Venezuela #COVID @salaprensaCantv @ContactoCantv @Gabrielasjr  por un pedazo de cable #SinAba  #12Mayo",0.0
#EmailMarketing en tiempos del Covid ¿cómo trabajar con estartegias efectivas? Todas las claves aquí: https://t.co/b9EePCaHwZ,0.0
@germanmancini @carmenporter_ Vieron esto?  https://t.co/pNNUXql52W,0.0
"@marescudero12 @forges ""por lo visto, el Covid tiene algo que nos asemeja genéticamente a personas latinoamericanas""",0.0
"ATENCIÓN &gt;&gt;Testeos de COVID-19 en el el barrio 1-11-14: de nueve hisopados, ocho dieron positivo&lt;&lt;  (#KiwiNews  )   https://t.co/XIzAgVIe2g",0.0
AEMA @AEMAEurotaxi reparte equipos de protección entre sus socios #COVID #Covid_19 https://t.co/8fjW6nehDK,0.0
La compañía @SanofiES patrocina un webinar junto a SEPAR - https://t.co/1QGJW3jbnO https://t.co/oU31YG7b7a,0.0
@Emile88913564 @el_pais ¿por qué? lo obligatorio debería ser que la gente se de cuenta de la estafa del covid-19.,0.0
La Covid circulará por España hasta que al menos el 60% de la gente sea inmune https://t.co/qNC1lKK1YG,0.0
Imagínate asi que te levantes y estes en el 2030 saliendo del coma y tengas 95 años y Covid-30,0.0
@canalN_ Quien aconsejo el uso de guantes y otros en cuanto al tratamiento del covid?,0.0
@soyconservador @EfrainCepeda @davidbarguil @jaimeflozada @nadiablel @SenadorTrujillo @YamilArana @MIgueBarretoC @chococamaratol @AdrianaMatizTol @juanchowills Y cuál es la respuesta del gobierno? @CarlosHolmesTru invita a Brasileños y Peruanos con covid a pasarse a Leticia a q los atendamos con los limitados recursos q tenemos en Leticia y por ahí derecho rieguen más el Covid. https://t.co/17rM1USHNF,0.0
Anticuerpo monoclonal Itolizumab hace su aporte contra la COVID-19. #CubaSalvaVidas   https://t.co/XyFJMPcfx0 Via @Granma_Digital,0.0
os dais cuenta de que es lo que se está diciendo por el covid no? https://t.co/ufiBAZzd2N,0.0
Un '30 minuts' que no hem d’oblidar https://t.co/xRVX13JUv4 vía @ARAopinio,0.0
Uso EPP COVID-19 https://t.co/t8hpGnndqG,0.0
Nuestro Lin Manuel Miranda fue uno de los que se unió al evento. https://t.co/kLX2pCLiSR,0.0
Repuntan en España las cifras por Covid-19 con 176  fallecidos y 426 contagios https://t.co/EhoDXkrIQn,0.0
Nuestro Lin Manuel Miranda fue uno de los que se unió al evento. https://t.co/Oo5bRw8ySP,0.0
Teletrabajo ? https://t.co/4chLcUwvgd,0.0
"Ayuso dice que ""por lo visto"" el Covid tiene ""algo que nos asemeja genéticamente"" a personas latinoamericanas https://t.co/EyFqj6Nugd",0.0
COVID DOESN'T CANCEL THE CONSTITUTION https://t.co/DALp4yvebO vía @YouTube,0.0
Anticuerpo monoclonal Itolizumab hace su aporte contra la COVID-19 https://t.co/fjrojX6qFC Via @Granma_Digital,0.0
Mira lo que he encontrado en La Vanguardia https://t.co/QCeRlbRh7S,0.0
🆕 Actualización nº 1️⃣0️⃣3️⃣: enfermidade 🦠🦠CORONAVIRUS(COVID-19) 12/05/2020.  🔎 https://t.co/1SHartbi5I https://t.co/d6CqJja7S7,0.0
"@MiciecesJose @jesusmarana @_infoLibre Lo de, los techos y lo pasillos no lo he dicho yo. Ni lo de, Covid es por que se descubrió en diciembre. Ni lo de, todos los vascos caben en el metro.",0.0
Esperanza contra el Covid-19: Lombardía anuncia la creación de un banco de plasma hiperinmune https://t.co/anNntjjHuh vía @ABC_Conocer,0.0
RECOPILACIÓN DE  ARTICULOS RELACIONADOS CON EL COVID-19 https://t.co/gwOSwZQxzK,0.0
#Valladolid #Coronavirus Moción que fue presentada ayer con la rúbrica de @PSOE_AytoVLL @PPAytoVLL @TomaLaPalabraVA @CsValladolid @AyuntamientoVLL @oscar_puente_  https://t.co/6s3raMJLWv,0.0
Dijo el gobierno nunca. Pero es que se ha equivocado con lo del COVID jajajajaja https://t.co/6LmzUZofDi,0.0
Lin-Manuel Miranda Launches Covid-19 Fundraiser https://t.co/vpGFXd5UyM,0.0
El área Don Benito-Villanueva reduce a 8 su número de hospitalizados por covid en este 12 de mayo https://t.co/fgsicyCLE9,0.0
El Festival Internacional Cervantino (FIC) descarta cancelaciones a su próxima edición ante la pandemia del Covid-19 https://t.co/E3mlWlsDam,0.0
"Repunte de fallecidos con #COVIDー19 en #España, 176 en las últimas 24 horas https://t.co/3uwYeHaA9m",0.0
El PSOE dona un millón de euros al Instituto Carlos III. https://t.co/dseROu0Het,0.0
AHORA: Querella contra el Gobierno en nombre de 3.000 familiares de fallecidos por Covid-19 https://t.co/Mm3v7a9PfL,0.0
"Covid-19, Dengue, Lopez Murphy...cuánto mas Señor....cuánto mas...",0.0
Estadística: Hábitos Cerveceros durante el COVID-19 https://t.co/hv78ODA1AH via @Jardindellupulo https://t.co/nHSZayFH8J,0.0
"2,299 casos del covid reportados jum",0.0
El Festival Internacional Cervantino (FIC) descarta cancelaciones a su próxima edición ante la pandemia del Covid-19 https://t.co/0n3mUKRyi6,0.0
Querella contra el Gobierno en nombre de 3.000 familiares de fallecidos por Covid-19 https://t.co/2kOrJKKatF https://t.co/Nzm6bmJkBv,0.0
#EnCasaMeCientoMejor Quedate en casa#Covid_19mx https://t.co/1doJ6Ae3ev,0.0
Una batalla de dos meses que continúa https://t.co/z8obTDSyXp Via @Granma_Digital,0.0
Mira lo que he encontrado en La Vanguardia https://t.co/p8pA8lEp9J,0.0
https://t.co/PehuapvHn5 ESPAÑOLES VARADOS EN URUGUAY SOLUCIÓN YA @sextaNoticias @laSextaTV @DebatAlRojoVivo @_anapastor_ @gobiernoespa #Uruguay  #Covid_19,0.0
@JLJLMartin Todos son covid,0.0
"@camcesar @TubinoCarlos Sigues vivo? ,,Pelao pensé que dio el COVID-19 https://t.co/D0K6FZYsB5",0.0
#Destacada CORONAVIRUS TAILANDIA - Tailandia estudia cerrar los parques naturales dos meses al año tras COVID-19 https://t.co/9nQHK83ZPq https://t.co/XoJBm6aoaJ,0.0
"Entre la conspiranoia y la ciencia, yo me quedo con la ciencia https://t.co/ynqg8dYgwN",0.0
"No, que hay COVID-19 https://t.co/PbhAyiNhDx",0.0
"@MuseoCadiz Ya sabéis que algunos aguantamos estoicos con la barba. Sea invierno o verano, con o sin COVID...",0.0
"Isabel, un Autógrafo,para  Covid-19 #AyusoDimision https://t.co/0G0Wanifvz",0.0
"#ElToqueDeDiana Gobernador del estado #NuevaEsparta, Alfredo Díaz, denunció que tienen 16 días sin información real sobre COVID-19 en la entidad – Vía El Carabobeño #12May",0.0
"Hoy, 176 seres humanos más han perdido la vida (#Covid_19). Hoy, 53 personas más que ayer...",0.0
UPV Solidaria Frente a la COVID-19 https://t.co/r8hPRLZhev,0.0
Criterios https://t.co/Guf9dJBwZ2,0.0
@sergio_nm92 @opiniondemalaga @SUPERCUIDADORES Totalmente de acuerdo. Porque la #Covid_19 ha venido para quedarse,0.0
Hoy en @radioclubSER en #Hoyporhoycanarias .Aquí nos quedamos. #Covid_19 #rutslaislamusic https://t.co/2TmKaqY3e0,0.0
AHORA: Mujer de 80 años fallece en la región de Mayagüez  https://t.co/CzbgghJf3T,0.0
@alexandregarcia Entreviste Marina Bucar https://t.co/kaNWs95utK,0.0
"Plasma y placenta, alternativas contra la COVID-19 que se estudian en Israel. #coronavirus   https://t.co/95RAufoq4W https://t.co/FgBfl66ewq",0.0
