Tweet,etiqueta
"El paciente oncológico y la covid-19. El paso del tiempo, la espera, unido a la incertidumbre  genera sufrimiento, miedo y ansiedad.  @CarmenMonton @RafaelSotoca @ricardellas @Antogarciavalls @joanlocomis @pardodevera @Virginiapalonso @publico_es https://t.co/4Z09oor26U",-1.0
"Ahora estamos empezando a ver la otra cara del COVID-19, en las residencias, en los juzgados, en las autoridades... En los que debieron hacer algo y no lo hicieron... No olvidemos que estos también son víctimas 🙏🇪🇦❤️ https://t.co/n3vkyXAEt1",1.0
"Martes 12 de mayo.  7 PM. FB live: Diario Confidencial.   Los desafíos para los jóvenes en medio del covid -19 (Educación virtual, empleo, salud mental, otros)   Invitados: Andrés Raga Valentina Lizcano David Marín",1.0
Obras son amores y no buenas razones https://t.co/VHPxe9jcJ9,1.0
"Se realiza en la Empresa Constructora Integral  (ECI # 3), Consejo de Defensa en Moa  para evaluar situación del COVID- 19 en el territorio,  situación que presentan los centros de aislamientos y puntos de desinfección,  el delito, información de los subgrupos y grupos de trabajo https://t.co/4TgfxIyTAJ",-1.0
"@LopezOty @xsaezll Yo también tengo una amiga que junto al esposo son Covid, a ella la mandaron para la casa sólo con acetaminofen y ni siquiera la han llamado, él esposo se tuvo que ir a un hospital privado, allá estuvo 15 días hospitalizado. Fuera por el minsa se hubiera muerto en la casa.😡",-1.0
"Habilitar a los médicos privados que hagan test de covid y que los cobren 3,4,5mil pesos, nos da la posibilidad de que si quiero visitar a mi novia pago el test me aseguro de no tener nada y voy Ni yo me quedo sin ver a la persona q amo, ni el médico se funde x no poder trabajar",1.0
#Cuba con nuevos kits diagnóstico contra #COVID19 y por más evidencias https://t.co/FKbgSOZpL5  @inmunoensayo @centro_cim @CIGBCuba @PresidenciaCuba @IPKCuba @DrDuranGarcia https://t.co/6bI11UJUrE,1.0
Las querellas por la gestión del covid se multiplican en el Supremo https://t.co/nX86RxlUrf,1.0
Feliz día de la enfermería. A nuestros enfermeros y enfermeras cubanos que están hoy en la primera línea de combate contra el covid-19 junto a nuestros médicos.  #CubaEsSalud #CubaEsSolidaridad #OrgullosoDeSerCubano https://t.co/S7LYqqzvKp,1.0
Ls nuevos síntomas descubiertos del coronavirus... https://t.co/Qql8Ravskm,-1.0
#ALasEnfermeras un saludo lleno de amor y agradecimiento sobre todo en esta época tan fuerte no solo el covid sino todo lo q han enfrentado y se han quedado en el País por amor a su trabajo,1.0
"#RTA ""Nunca quise a mi hijo"": futbolista turco confiesa haber matado a su hijo de 5 años con posible covid-19. El jugador afirmó que no tiene ningún problema mental y que la única razón por la que mató a su hijo fue porque no lo quería.... https://t.co/qH8tKUlUq1 https://t.co/7MEjzApEke",-1.0
Jueputa lo que faltaba 😢 #12deMayo #Covid_19 https://t.co/E0tST6621V,1.0
"Covid-19: 14 nuevos casos en Córdoba El Ministerio de Salud de la Provincia informa que, desde el inicio de la pandemia hasta la fecha, se realizaron en la provincia de Córdoba, 23.335 testeos por PCR (hisopados) https://t.co/S7dUQha43K",1.0
Las distancias seguras para hacer deporte con el Covid-19 que recomienda la Sociedad Española de Medicina del Deporte  https://t.co/sM6f5AWtWe https://t.co/96gn2oZQ7B,1.0
"Cs reclama que el Ayuntamiento haga test de Covid-19 a los técnicos socio-sanitarios a que prestan el servicio municipal de ayuda a domicilio, tras haber finalizado los test a policías, bomberos, guardias civiles y voluntarios - https://t.co/ZRn0WB4khh",1.0
"El Covid culmina una década de retroceso económico en Venezuela: ""Es un desastre nunca visto en la región"" | Economía https://t.co/zF5JW1tK9n",-1.0
En el proceso de desescalada es importante prestar más atención a las personas cuya salud se pueda haber resentido especialmente por COVID-19 https://t.co/Nd1Yiok95z,1.0
📻 #Covid_19 🆕 474 son los casos positivos de Covid_19 en @GobAntioquia   ▶️🔊 https://t.co/d2IcxNaIG9 https://t.co/fFoTWqkmIK,1.0
"@CFigueroaDDHH Pues en realidad es el manejo de la información del COVID-19, ya que está NO ES REAL!!!!  Miente como respira, es la forma en que mantiene la aprobación desafortunadamente.  #AMLOelPeorPresidenteDelMundo #AMLOseVA",-1.0
"Hoy en el Reporte Internacional:  1. Nuevas protestas en Hong Kong dejan a 200 personas detenidas.  2. Wuhan registra nuevo brote de COVID-19. 3, Irán mata por “error” a 19 tripulantes a bordo de buque hundido por misil.  https://t.co/5OAvZXTpp9",-1.0
¡Lamentable! Fallecen más de 80 mil personas en EEUU por Covid-19 en las últimas 24 horas https://t.co/S5JMswcIWY  https://t.co/yZ8xOAXXkF,-1.0
"POLITICA &gt; Los republicanos de EEUU, nerviosos ante la posibilidad de perder la mayoría en el Senado como consecuencia de la gestión que Trump está haciendo de la #pandemia.  #covid_19 #gobernanza #coronavirus  https://t.co/XHoLm5u07W https://t.co/FonZ48Kqsh",-1.0
@Ojos_brujos00 Según ella hay más muertes por mal manejo que por COVID. Deberían hacerle autopsia a las víctimas entonces. Que horrible,-1.0
"Mayor número de casos diarios en las últimas semanas, con países como EEUU, Brasil, México, Perú o Canadá.  https://t.co/0vxjyGqaEE  #COVIDー19                      #ElNuevoDiarioRD",1.0
"Para tu periodico solo existe el H Santa Barbara y en el H. Virgen del Mirón llevamos tratando pacientes por Covid-19 desde que empezó la pandemia, y a dia de hoy hay mas de la mitad de los contagiados. https://t.co/7J4OhOQ7GS vía @heraldodiariodesoria",1.0
"@UrsulaKiener @rosalbaedith Las vacunas son parte fundamental de la medicina preventiva, por eso a los niños se les vacuna contra la Viruela, Sarampión, Tétano. Las vacunas de Influenza son importantes para crear un cerco inmunológico y evitar brotes peligrosos. Igual será la de Covid en un futuro.",-1.0
"Parece que mas q prepararnos para un mundo post pandemia SIN Covid-19, la “nueva normalidad” incluirá una larga convivencia CON el virus, al menos, de forma estacional como con la gripe, pero con más  contagios y mortalidad, aún si hay vacuna. Parece. Ojo.",-1.0
"El fascismo de este hombre no tiene límites, esperemos que pronto le expropien todas sus máquinas de explotación capitalista:   Juan Roig renuncia al sueldo y al beneficio de Mercadona y destina 70 millones a la sociedad española: https://t.co/kANAgJRIm6",-1.0
"(Reuters) La cifra de muertos por COVID-19 en el Reino Unido superó los 38.000 a principios de mayo, incluyendo los casos sospechosos, de lejos la peor cifra oficial hasta ahora en Europa, lo que plantea interrogantes sobre la gestión de Boris Johnson.",-1.0
"#AlAire @jairomsantoyo @SSaludBoyaca   Diez nuevos casos de COVID-19 se registran en #Boyacá. Dos en Chiquinquirá y en Duitama, y uno en Santa Rosa de Viterbo, Moniquirá, Muzo, Turmequé, Villa de Leyva y Tunja, respectivamente. El departamento llegó a 77 confirmados. https://t.co/i0t0ZXvKE8",1.0
Una mujer de 80 años de la región de Mayagüez es la víctima mortal número 114 del COVID-19 https://t.co/hBcDjNxul0,-1.0
Jackson Mora fue captado visitando a Tilsa Lozano en pleno estado de emergencia por el COVID-19 | VIDEO https://t.co/kJROiKDxaQ,-1.0
"Se requiere realizar la mayor cantidad de pruebas para documentar sintomáticos y asintomáticos con COVID 19, si pretendemos evitar diseminacion de la enfermedad",-1.0
@mayatitos El maldito Covid-19 se lleva las mejores personas como Lorena Borjas y no toca a las peores piltrafas como a Trump y Bolsonaro.,-1.0
El consejero de Sanidad opina que las residencias de ancianos «no han estado a la altura» durante la pandemia por la COVID-19. Le he replicado que el sector sociosanitario de la región «ha salido adelante» luchando en «peores condiciones»,-1.0
"- Gran parte del PIB corresponde a hostelería y ocio, los puntos más afectados por la situación de COVID-19. Los extranjeros no vendrán a dejar dinero hasta que se garantice su salud. - Vienen tiempos difíciles tanto a nivel sanitario como económico.  Consulta todo lo que digo",-1.0
"@F25177498 @MarceloLarin1 Decile eso a las enfermeras y médicos que están salvando vidas en primera línea por el covid. Si esas personas no se vieran preparado tantos años de estudio ya estuviera colapsado el sistema de salud sin profesionales. Jamás va ser mejor un influencer que un médico, abogado, etc.",1.0
Línea de la gobernación del Tolima para emergencia COVID-19 ha recibido 2.233 llamadas https://t.co/vFzfCI8whB,-1.0
"Menos mal que el enorme solar que dejan los poderes públicos lo van ocupando las iniciativas privadas.   Y habrá miserables que, con su envidia consistente no en querer lo que otro consigue, sino en quitárselo, lo critiquen.  https://t.co/ZUSYEBgXHy a través de @ABC_CValenciana",-1.0
BBVA y sus empleados contribuirán a paliar los efectos de la crisis del COVID-19 en uno de los colectivos más desfavorecidos: la infancia.  https://t.co/ktxQVlrj1F,-1.0
Pertenecer al servicio público nos permite satisfacer necesidades colectivas; ante la pandemia de #Covid_19 es oportuno plantearnos qué podemos aportar a nuestra comunidad para mitigar sus efectos. #QuédateEnCasa @CODHEM @JorgeOlveraG @Javier_Vargas_Z @ContraloriaGEM https://t.co/92sLgey1gw,1.0
"👉 @pablocasado_: “La mala respuesta del Gobierno ante la pandemia nos va a hacer convivir con el COVID-19 durante meses o años y además, por los cálculos que tenemos, hasta el 80% de la población no se ha inmunizado, por lo que hay mucho riesgo de repuntes”.  #ActivemosEspaña https://t.co/zfjfTcxjR7",-1.0
También acotamos que la estación Pedro Aguirre Cerda se encuentra cerrada y sin detención de trenes debido a trabajos en sus accesos  #metro #coronavirus #pac #Covid_19,-1.0
"@Rafael_delRosal @anasgr Jaja,... Haciendo una comparativa, La gente viviendo como si no hubiera un mañana y.... TACHAN!! Covid 19!!!!!!!!!!  Se acabó la fiesta",-1.0
@Rcp99999991 @amautarp @TatianaAstengoB ¿EsSalud? ¿Hablabamos del mismo del que se paran quejando por demorarse en dar citas? ¿El que no le da implementos necesarios a su personal para combatir la pandemia? ¿El cual no aviso ni atendió a tiempo al primer fallecido por covid en su casa?,-1.0
@victorzamora Dr. Victor Zamora. Su excelente gestión en el Minsa abre el camino para mejorar el sistema de salud. No es fácil atender la crisis generada por el Covid y simultáneamente desentrañar el tejido obsoleto del sistema para obtener resultados. Fuerza Ministro.,1.0
"El pasado lunes 11 d Mayo en “2020: La Pandemia” conducido por Daniel Zovatto, analizamos el efecto del Covid-19 sobre los DDHH, el estado de derecho y la democracia, junto a @JMVivancoHRW @LuciaDammert @sergiobitar y Alejandro Ponce del WJP https://t.co/HVg2PBKryP @Int_IDEA",1.0
"El alcalde socialista de Tarancón incrementa el presupuesto salarial 102.000 euros en plena crisis de la covid, por @miguelpr83 https://t.co/OYo2KNDgXN a través de @libertaddigital",-1.0
"En una pandemia como la actual, proteger al personal sanitario es esencial para que pueda seguir curando. De los casi 44.000 profesionales infectad@s de covid-19, 6 de cada 10 son personal de enfermería. #DíadelaEnfermería #NursesDay2020 #imprescindibles https://t.co/1gIywUJMCf",1.0
"@SSalud_Qro Buen día gracias por la información, que hay respecto a que pronto ya la UAQ van a empezar a hacer pruebas para el covid, como la universidad de Guadalajara, creo que les está funcionando.",1.0
Torrejón de Ardoz: misterioso foco inicial de COVID-19 y absoluto silencio sobre la base militar https://t.co/HSdMnJXVgF vía @diario_16,-1.0
Los contagios por coronavirus en España se elevan a 426 en 24 horas https://t.co/qsF3m9cpa4 https://t.co/6P9bgenY36,1.0
"FeSMC-UGT ha alcanzado un acuerdo con todos los agentes firmantes del convenio colectivo de peluquería, institutos de belleza y gimnasios para publicar una guía de buenas prácticas ante el COVID-19. https://t.co/2Bjt1N67GE",1.0
Yo: Por fin este verano muchos años de estudio y haber aprobado opos calma y poder buscar un marido que me cuide haciendo la croqueta en el Chiringay.   Covid-19: Espera que te lo explico.,1.0
@esquivicCRC @ushcala @INTECOcr En realidad... este sello “Covid free” lo presentaron ante INTECO y ellos serían los encargados de entregarlo... según lo q tengo entendido... la empresa q creo el sello lo q va a ofrecer es la asesoría técnica e INTECO la evaluación...,1.0
I Jornada divulgativa: COVID-19 y mesa redonda sobre alimentación. Viernes 15 de mayo a las 19:30 horas. Apúntate 📝 https://t.co/zWLCDnLt0c @patinadora @drmiguelmarcos @beatrizcalidad @lauracaorsi @JulioBasulto_DN @inovoveleiro @fojuelosdotcom @FFarmaciaUSAL,1.0
"El estilo de vida condiciona nuestra salud y respuesta a la enfermedad, también frente a la Covid-19 https://t.co/zXkEgWTiVA https://t.co/TjdzClPapj",-1.0
"El alcalde socialista de Tarancón incrementa el presupuesto salarial 102.000 euros en plena crisis de la covid, por @miguelpr83 https://t.co/32JGk1ZMIl vía @libertaddigital",-1.0
@xavimartinezmts @AlvaroTrigoG Para sinvergüenza el que acusa a otros club de  fingir el covid 19 en sus club y de querer cargarse el fútbol modesto crack,-1.0
Gracias @CronicaNorte por mostrar la triste realidad de las y los mayores de #Sanse. Esperamos que el gobierno municipal recapacite y exija a @ComunidadMadrid intervenir #las residencias para atenderles como se merecen. La noticia 📰aquí👇  https://t.co/Kyrnz8XM3g #COVID19,1.0
"El alcalde socialista de Tarancón incrementa el presupuesto salarial 102.000 euros en plena crisis de la covid, por @miguelpr83 https://t.co/3qTDDWtkU1 vía @libertaddigital",-1.0
#América supera a #Europa y se convierte en la región con más casos de #Covid19: https://t.co/qo82WuuqNB https://t.co/UtOc1Nyjrn,1.0
tekashi salió de la cárcel porque es asmático y si se agarra el covid se muere ah pero fue y grabó un video con 10 mujeres moviendo el orto promoviendo la violencia d siempre ajsjsjsj si yo soy la justicia de su país sabés como te meto adentro de nuevo,1.0
"@EnterateCali A fumarsela pero bien verde marihuaneros y no marihuaneros que entre más marihuana fumemos menos covid que talllll, ❗❗❗😱Quién escribió esa noticia estaría trabado?",1.0
El ‘revival’ del plástico y otras pesadillas ecologistas en la gestión de la covid-19 @cuartopoder https://t.co/kGl5B4qCPC,-1.0
DIA triplica las ventas online en España en abril por el impulso del covid https://t.co/TgyMNNkZHW,1.0
"@IdennaAragua2, junto a los NNA del Consejo Comunal de los sectores ""Guaruto"" y ""18 de Mayo"" realizaron ginkanas, dinámicas preventivas sobre el Covid-19 y actividades deportivas a propósito de la jornada de flexibilización de la cuarentena, mcpio Francisco Linares Alcántara https://t.co/zs6VfLEyHj",1.0
"😷 Una triple combinación de antivirales, prometedora para el tratamiento de la COVID-19. 👉 https://t.co/s87423YeSi https://t.co/S3eeF9Hj06",1.0
Figueres crea un sello comercial 'Stop covid-19' para dar garantías a los consumidores https://t.co/gTvwUG22lp,1.0
"El alcalde socialista de Tarancón incrementa el presupuesto salarial 102.000 euros en plena crisis de la covid, por @miguelpr83 https://t.co/w7of34dakK a través de @libertaddigital",-1.0
"Hay profesionales de salud asegurando que los pacientes mas afectados por COVID-19 son los vacunados contra Influenza.   Jamás escucharás esta discusión en la prensa mediática, porque los anuncios más onerosos provienen de las farmacéuticas y sus itinerarios de vacunación anual. https://t.co/J4xDDSlBvq",1.0
"🇩🇴 El plan también incluye la repatriación de dominicanos varados en otras naciones, así como jornadas de desinfección y fumigación contra el COVID-19, a nivel nacional.  #GonzaloPresidente",1.0
Ministerio de Cultura indica que cementerio COVID-19 de Arequipa no afecta zona arqueológica  https://t.co/msqtihbACO,1.0
"Ya dejen la paja de estar preguntando si conocen a alguien con COVID-19... ¡de allí a la histeria colectiva, en un país showcero como Venezuela, pues NO HAY NADA!",-1.0
Alejarse de mi que el Covid-19 se transmite por las lagrimas,-1.0
"@okdiario No se k esta esperando el Gobierno despues d 27000muertos y 223000infectados,( somos la comodilla del mundo en negativo),para hacer obligatorio el uso de mascarillas en via público y trabajos y por supuesto a los + vulnerables ante el covid 19 hay k dotarles de mascarillas FFP2",1.0
"Dos de las preguntas más habituales que recibo por mensaje privado de embarazadas y futuras gestantes, en relación al Covid.  📸Gracias a mis favoritas hermanas-pacientes-gestantes!  #preguntas #embarazocovid19… https://t.co/eqrcqrsrgs",1.0
"Anoche incendio calle Santiago Nueras, se habla se trataba de un cite ocupado por extranjeros #PlazaItalia #Covid_19 #CuarentenaTotal https://t.co/S5xibh7h1t",-1.0
Cómo van a hacer una prueba en estas condiciones. Insisto entre los “dueños de fundo” y las “provida” con sus políticas públicas siguen violando los derechos humanos. #ChileViolatesHumansRights #Covid_19 https://t.co/U2VG1AOysv,1.0
Nuevo día sin fallecidos por COVID 19 en Granada https://t.co/6RIXTuABlu,1.0
Sois una puta mafia. Dais asco... https://t.co/wcvmiN3e3Y https://t.co/tEXa0V176B,-1.0
Y tan triste... Con lo que necesitamos a los demás en nuestro día a día y en el deporte  #COVIDー19 #Covid_19 #Francia https://t.co/Ij75baZQtb,-1.0
Juan Roig renuncia al sueldo y al beneficio de Mercadona y destina 70 millones a la sociedad española https://t.co/Hwhsb4NtpH vía @ABC_CValenciana,-1.0
@bcnRIOT A.AnniVersary por el covid-19 y B.Oktoberwrest por conflictos en Barcelona por el juicio del procces,-1.0
Alcaldes y alcaldesas de la comarca Requena-Utiel coordinan con el presidente de la Diputació la gestión ante la crisis de la COVID-19 https://t.co/oWEn3NJkw3 https://t.co/7hn5tNKWEA,-1.0
"Unicaja Banco apoya a agricultores y ganaderos con la gestión de las ayudas de la PAC, que amplían su plazo por el Covid-19 https://t.co/g0PowNbBuq",1.0
"GAM se une a la celebración del Día Mundial de la #Seguridad y la #Salud en el #Trabajo.  Este año el tema es la #prevención de enfermedades infecciosas en el trabajo, centrándose en la pandemia de COVID-19.  Es el momento de que nos cuidemos para cuidar a los demás. https://t.co/qNMC1TJYRu",-1.0
¿Qué negocios van a triunfar con el #Covid19? Descúbrelo en el nuevo post del blog 👇 #Emprender #startup https://t.co/cLGzmrSXU4,1.0
"Inician en #Cuba nuevos estudios poblacionales para identificar posibles focos de la #COVID19, a fin de diagnosticar el comportamiento de la enfermedad en grupos de población, que no sean  contactos o sospechosos.  https://t.co/uMNlzdXnjo Via .@Granma_Digital",-1.0
"#GeoEuskadi 📊 https://t.co/OWXwkUOJg7  ✅ Zonas de salud, municipios ✅ Positivos, altas epidemiológicas y fallecidos acumulados ✅ Casos positivos nuevos por Territorio Histórico https://t.co/XLo8vOxdsA",1.0
Lo de antes era un ministerio de empresa 😔💰lo de ahora es el ministerio de trabajo más social y de izquierdas de la historia 🥰😍🇪🇺💙♥️👥 https://t.co/3wDHf2XFGy,1.0
El ayuntamiento de Humanes de Madrid destina 600.000 euros a un plan de ayudas sociales y económicas para paliar los efectos del COVID.   👉https://t.co/FJ8iXPg3mB https://t.co/3ceOvWC6NN,1.0
Primeras Aerolíneas en despegar tras el Covid-19 https://t.co/pA30fhQcH1 ¿Alegría o Desastre?,1.0
@cyngarciaradio @alferdez @AnalogiasOk Decir que Alberto Fernandez tiene uns imagen positiva del 89% ES UNA MENTIRA. Saquen el covid 19 y hagan de nuevo es testeo y veremos.,1.0
"#LaimagendeDuque esta por el suelo, y no la levanta así se gaste todo el dinero de la paz, del covid, ni del narcitrafico juntas @IvanDuque es un inepto, mentiroso y criminal",-1.0
"El hombre quedó internado de manera preventiva, en el sector de aislamiento para pacientes Covid 19.https://t.co/wYFqke84iz #Ceres",1.0
"Se están muriendo todos por ""Covid"" , y las demás enfermedades? 🤔",-1.0
"""Recaudar dinero para comprar raciones de fabada asturiana y distribuirlas entre los colectivos más vulnerables"".🍲 Si quieres saber más sobre los proyectos presentados a la beca extraordinaria WITL by @AndbankES contra el #covid19👉🏼 https://t.co/wWDFnkhF4V #witl @FabadaSolidaria https://t.co/TpRLr0atDd",1.0
"El alcalde socialista de Tarancón incrementa el presupuesto salarial 102.000 euros en plena crisis de la covid, por @miguelpr83 https://t.co/BQ11NF0dyu via @libertaddigital",-1.0
"Nuestros amigos de @clinicacueli vuelven a la carga 😄  Siguiendo el protocolo Anti-Covid sugerido por el Colegio de Fisioterapeutas de España los encontrareis abiertos de 9:00 a 13:00 Hrs, para Fisioterapia y Medicina deportiva, previa cita en el WhatsApp al +34 684 60 58 49 https://t.co/JYGBqgmlfz",1.0
Alerta en el Amazonas por brote de coronavirus: ayer se registraron 191 nuevos contagios y van en total 716 casos positivos de #COVID_19 - https://t.co/nJnaKvjjSg https://t.co/KPcfuJ9ul6,1.0
"El Diario - Municipios piden más recursos, pero no crearon cuenta Covid-19 https://t.co/v0yIT29YoV vía @eldiario_net  Sólo el 30% en Oruro y La Paz",1.0
COVID – 19. Aversión al riesgo y pensamiento estratégico en la decisión – Lic Marcelo Rozas Garay @Mercojuris,-1.0
"I Vuelta a Extremadura. Gran Premio COVID-19 3ª Etapa. Barcarrota-Zafra (45,6 km). Mañana toca homenaje al Bicicletas Rodríguez llegando hasta la tienda de Alfonso y Cia.  https://t.co/5F2xRPFfdg",1.0
Corona free Lesotho 🇱🇸🇱🇸🇱🇸  #lockdown #Covid_19  #MountainKingdom https://t.co/dWF1eNBf9h,1.0
"Mucha gente ha seguido en las calles, con o sin to­que de queda, pretendiéndose inmunes al virus, mien­tras casi 400 dominicanos han caído víctimas mortales del Covid-19 y más de 10,000 como contagiados, pro­bablemente con vocación a entrar pronto en la antesa­la de los",-1.0
👉 | Fernando Simón sigue siendo la voz de la sensatez en España https://t.co/WAhO9R8s12 https://t.co/b60sYyRVzj,1.0
Lo mataron de Covid todos los medios de comunicación y hoy oficialmente no se sabe si murió  de Covid. https://t.co/ynqsgPyrWw,-1.0
Alerta 🚨URGENTE 🌎  Coronavirus   1🇺🇸EEUU.-1’385.893 2🇪🇸España-268.143 3🇷🇺Rusia-232.243 4🇬🇧RU- 233.060 5🇮🇹Italia-219.814 6🇫🇷Francia-177.423 7🇩🇪Alemania-172.584 8🇧🇷Brasil- 169.594 9🇹🇷Turquía-139.711 10🇮🇷Irán-110.767 11🇨🇳China 82.919  MUNDO🌍:4’276.844 #coronavirus #Covid_19,1.0
@HMHOSPITALES lanza un vídeo homenaje a la labor de Enfermería ante la Covid-19 * Leer en @ActaSanitaria  👇🏻ttps://www.actasanitaria.com/hm-hospitales-documental-enfermeria/ https://t.co/zkILT09g93,1.0
"@Covid_19Time No se ve bien la distancia entre mesas, y no se sabe si eso es el 50%  de aforo.   De todas maneras obviamente no todos los que abren , se saltan las nuevas normas de aforo etc..  y los que abren por norma general lo han hecho bien y los ciudadanos también.",1.0
@josedpalazzo Feliz cumple José. Ojalá el covid nos permita vernos en Cosquín 2021 🤙 Recuerdito del Cosquín 2018 💛 https://t.co/X18rBwAu6e,1.0
@Covid_19Time Cerrarle el bar deberian igual que en Sevilla cerraron 1 por irresponsable el dueño...250€ todos los clientes y una multa minimaa de 5000€ para el dueño....👏👏👏👏👏 MERECIDO!!!,1.0
@marta_rleon Todas las farmacias tienen stock ilimitado de mascarillas higiénicas y quirúrgicas. TODAS. Y los proveedores sanitarios están ofreciendo ffpp2 en packs de 20. A precios asumibles. Que el estado no sea capaz de garantizar ffpp2 a los sanitarios que están en contacto con Covid +...,1.0
"""Nunca quise a mi hijo"": futbolista turco confiesa haber matado a su hijo de 5 años con posible covid-19 https://t.co/Nq3o7BANsl https://t.co/I1ZfcZCX9w",-1.0
América superó a Europa y se convirtió en el continente con más casos globales de Covid-19 https://t.co/YHjXCjQFiW,1.0
"😉☝️ Y por último en esta Reunión del Grupo de Trabajo de Calidad, Producción y Sostenibilidad el @CDTIoficial nos cuenta las novedades y medidas excepcionales ante la Emergencia Sanitaria declarada por el COVID-19 👀👇  Más info ➡️ https://t.co/fPJ3mkIJ3f https://t.co/OPnWYxURTr",1.0
Fuerteventura contrata liga de e-sports «con la excusa del Covid-19» vía @FTVHoy https://t.co/60cwjVj3ss,-1.0
México superó los 36 mil contagios de Covid-19 https://t.co/Mx9VZfk8pu #unionradio https://t.co/guIJeEHCmJ,1.0
Sanidad no recomienda el uso de los guantes para evitar el contagio de la COVID-19 https://t.co/jA4etBleJ5,1.0
Casi el 80% del emprendimiento admite estar “muy preocupado” por el impacto del Covid-19 https://t.co/Z7Sn84zj9h #emprendimiento,-1.0
"@IvanDuque No se cerró los aeropuertos a tiempo en Colombia por no afectar a las aerolíneas, entre estas @Avianca que ya estaba quebrada, y dejó entrar el covid-19 ahora la afectación es para todas las industrias. A quien salvamos?",-1.0
"Frente a la epidemia hagamos comunidad #TuCausaMiCausa #RepartidorConCausa #HeroesSinGuantes #AdoptaUnHospital #Covid19mx #Covid Para participar, llena el formulario: https://t.co/EvA45I2PDF https://t.co/L3xT0BZHfl",-1.0
"#Francia | Autoridades sanitarias confirmaron que en las últimas 24 horas se registraron 263 decesos → https://t.co/f5xqhlmNDk  En este sentido, la cifra de fallecidos asciende a 23.643 y 139.519 contagios a causa del virus https://t.co/qLyUaEse8W",-1.0
🗓️ El COVID-19 ha obligado a reestructurar los calendarios de la gran mayoría de competiciones deportivas.  ❓ ¿Eres de los que se pregunta cuando vuelve el deporte?   ☝️ Aquí tienes la respuesta: https://t.co/4PQiPF9Wsf,1.0
Hasta ayer solo había nueve pacientes ingresados por Covid-19 en el Hospital General de Elda y ninguno de ellos permanece en la UCI.  https://t.co/8wa1oGpbEp,1.0
Recomendaciones sobre bienes culturales por covid 19 por @blasmaeso https://t.co/bPSnl9nlVs,1.0
"Ninguna pandemia puede justificar la suspensión del funcionamiento de dos poderes No puede tolerarse que el Covid-19 sea una coartada perfecta para que estos autoritarios abran y cierren esos poderes a su antojo, lo abran para sus intereses, lo cierren para los de la ciudadanía",1.0
"Desde la Secretaría de Salud Distrital, seguimos trabajando sin descanso para trasladar a la menor a otra ciudad, labor que se ha dificultado por los efectos de la pandemia por el COVID-19. 3/3",1.0
"Testeos de COVID-19 en el el barrio 1-11-14: de nueve hisopados, ocho dieron positivo - https://t.co/SLyemTBkRS",1.0
El reto de Rolando Ramos frente al Comando Covid Regional https://t.co/q4IxZL0pql #chachapoyas #noticias,-1.0
Cabina de intubación para médicos que atienden pacientes de covid-19 - Cali - Colombia - Noticias Colombia https://t.co/tryYq7DEZf,1.0
Este verano por desgracia mis planes se irán a la mierda por lo del. Covid.... Pero si hay suerte en agosto podremos al fin hacer la liada parda en la rural party @Ymbrynee #manudaka @TensoDenso @SraFaggen #moi @Er_Kratos @Soulinsorrow #holamaxiiii #txustedu #pikus 🍻🍻🔥🔥🔥🔥,1.0
"Un grupo de al menos 19 personas que estaban en el mismo sector del penal de Palmasola, en Santa Cruz, y en contacto con los fallecidos, están confinados y bajo estricto control. Régimen aplica cinco medidas. https://t.co/NJ0K7FGSHG",1.0
#DIRECTO Coronavirus🔴Montero anuncia la aprobación del decreto que prorroga los ERTE por fuerza mayor hasta el 30 junio   ➡https://t.co/bJJ4sE353B https://t.co/eIDZ6jLm80,1.0
"Que preciosa estampa, nos dejo la lluvia ayer en la calle alfonso I, de Zaragoza.  #Desescalada #Covid_19 #zaragoza #depaseo #paseando #love @heraldoes https://t.co/F4Cfa9KD0G",1.0
🔴🎙️Ahora en #SeraOtroDia hablamos de polémica por datos georreferenciales de contagiados covid y más con Antonio Díaz de @EsPublicoCL  📻 https://t.co/ORMPra6h4G https://t.co/OTg2RqSgt7,1.0
"@AlexisArellano La desinformación en torno al SEN es irrespetuosa, este asunto debería tener el mismo trato informativo que la pandemia por COVID-19",-1.0
"@iguardans @vagalume60 Una presidenta de CA que no sabe de qué va el COVID, tenemos un entendido en enfermedades infeccionas que no ha dado ni una dándonos el sermón todos los días en la tele, pero al señor le la lástima de Ayuso. Yo no te creo... cuñado",-1.0
277.- Los bulos de la #COVID19 se saltan la censura a través de 'contenidos zombi'; en @techreview_es #ciencia #scigelv #coronavirus #TwitterCultural  https://t.co/JNxAqY3ZyQ,-1.0
@FridaSiKahlo @carmengloriay @colmedchile No me cabe ni una sola duda de que eso ocurriría Frida.  Hay en Chile un sector peor que el mismísimo COVID-19 que comenzó a mostrarse desde el 18 de octubre de 2019.,-1.0
@solocotrobo @JuanAvilaCARMO Todavía no existe prueba para la Covid-19. No han logrado separar su RNA de todos los distintos coronavirus que todos tenemos en el cuerpo. Están obligando a los médicos a declarar todas las muertes como Covid-19 si hay la más mínima señal de problemas respiratorios.,-1.0
"@MartukisChan Dícelo a los 35000 familias que tienen muertes por covid en España. La izquierda de donde salís de las cloacas?  Poco sentimientos luego llorais que la derecha es muy mala, que os den por el cacas.",-1.0
